"cSeason","PlayerName","Age","Pos","AffAbbName","avg_rank"
"2024","Travis Adams",23,"P","MIN",270.166666666667
"2024","Jaylen Palmer",22,"3b","NYM",270.305
"2024","Ghordy Santos",23,"ss","SFG",270.375
"2024","Luis Merejo",17,"1b","CLE",270.375
"2024","Ramon Peralta",19,"ss","SFG",270.41
"2024","Aaron McKeithan",23,"c","STL",270.41
"2024","Kevin Guerrero",19,"cf","BAL",270.48
"2024","Mitch Spence",25,"P","NYY",270.643333333333
"2024","Luis Angel Rodriguez",23,"P","HOU",270.86
"2024","Erick Lara",17,"ss","MIA",271.18
"2024","Francisco Acuna",23,"ss","PIT",271.74
"2024","Jheremy Vargas",20,"3b","MIL",271.81
"2024","Jarlin Susana",19,"P","WSN",271.813333333333
"2024","Rafael Marcano",23,"P","PHI",271.856666666667
"2024","Jaylen Nowlin",22,"P","MIN",271.943333333333
"2024","Victor Mederos",22,"P","LAA",272.333333333333
"2024","Carlos Oviedo",18,"c","NYM",272.405
"2024","Cade Doughty",22,"2b","TOR",272.615
"2024","Yeniel Laboy",19,"3b","OAK",272.895
"2024","Nic Kent",23,"2b","COL",272.93
"2024","Brett Bateman",21,"cf","CHC",273.21
"2024","Erick Brito",21,"ss","PHI",273.49
"2024","Luis Ravelo",19,"ss","BOS",273.56
"2024","Tyler Mattison",23,"P","DET",273.59
"2024","Jackson Castillo",20,"cf","NYY",273.7
"2024","Leonardo Rondon",19,"c","PHI",273.98
"2024","Jacob Heatherly",25,"P","CIN",274.153333333333
"2024","Hudson Head",22,"cf","PIT",274.26
"2024","Jeremy Rivas",20,"ss","STL",274.4
"2024","Ivan Johnson",24,"ss","CIN",275.8
"2024","Corey Joyce",24,"ss","DET",276.22
"2024","Max Ferguson",23,"2b","BOS",276.465
"2024","Warming Bernabel",21,"3b","COL",277.095
"2024","Tyler Tolbert",25,"cf","KCR",277.445
"2024","Jack Neely",23,"P","NYY",277.49
"2024","Kenny Hernandez",25,"P","STL",277.49
"2024","Shay Whitcomb",24,"ss","HOU",277.69
"2024","Grant Kipp",23,"P","CHC",277.836666666667
"2024","Diego Benitez",18,"ss","ATL",278.145
"2024","Sean Harney",24,"P","TBR",278.226666666667
"2024","Rhylan Thomas",23,"lf","NYM",278.25
"2024","Alirio Ferrebus",17,"c","PHI",278.285
"2024","Alexander Mojica",20,"3b","PIT",278.39
"2024","Austin Callahan",22,"3b","CIN",278.425
"2024","Matthew Wood",22,"c","MIL",278.46
"2024","Grant Richardson",23,"rf","NYY",278.495
"2024","Tayden Hall",20,"1b","MIL",278.53
"2024","Juan Alonso",19,"cf","LAD",278.6
"2024","Eduardo Garcia",20,"ss","MIL",278.775
"2024","Cristopfer Gonzalez",17,"cf","HOU",278.95
"2024","Juan Gonzalez",22,"c","TOR",279.055
"2024","Eduardo Rivera",20,"P","OAK",279.136666666667
"2024","Anthony Hall",22,"rf","NYY",279.16
"2024","Luiyin Alastre",17,"2b","MIL",279.51
"2024","Lazaro Estrada",24,"P","TOR",280.003333333333
"2024","Jeremy De La Rosa",21,"cf","WSN",280.175
"2024","Gleider Figuereo",19,"3b","TEX",280.42
"2024","Tim Elko",24,"1b","CHW",280.805
"2024","Brock Jones",22,"cf","TBR",281.54
"2024","Magnus Ellerts",22,"P","CLE",281.65
"2024","Jean Carlos Sio",19,"3b","SFG",281.785
"2024","Ethan Workinger",21,"lf","ATL",282.065
"2024","Kade Kern",21,"rf","ATL",282.45
"2024","Pedro Pineda",19,"cf","OAK",282.485
"2024","Brendan White",24,"P","DET",282.56
"2024","Bill Knight",23,"cf","SEA",282.975
"2024","Jonathan Martinez",16,"2b","CLE",283.045
"2024","Nik McClaughry",23,"2b","SDP",283.71
"2024","Hudson Haskin",24,"cf","BAL",283.85
"2024","Matt Mervis",25,"1b","CHC",283.955
"2024","Keagan Gillies",25,"P","BAL",284.033333333333
"2024","Andrew Magno",25,"P","DET",284.51
"2024","Evan Fitterer",23,"P","MIA",284.553333333333
"2024","Arquímedes Gamboa",25,"ss","STL",284.69
"2024","Fran Alduey",19,"ss","CLE",284.83
"2024","Daniel Martinez",24,"P","ATL",285.03
"2024","Jackson Rutledge",24,"P","WSN",285.16
"2024","Nolan DeVos",22,"P","HOU",285.333333333333
"2024","Cam Magee",21,"ss","ATL",285.425
"2024","Albertson Asigen",21,"lf","BOS",285.95
"2024","Josi Novas",18,"ss","KCR",285.95
"2024","Cameron Wagoner",22,"P","MIL",286.286666666667
"2024","Forrest Whitley",25,"P","HOU",286.546666666667
"2024","Jackson Humphries",18,"P","CLE",287.153333333333
"2024","Justin Janas",22,"1b","ATL",287.21
"2024","Tyler Schweitzer",22,"P","CHW",287.456666666667
"2024","Albert Fabian",21,"lf","SDP",287.77
"2024","Luis Castillo",19,"lf","MIL",287.805
"2024","Luis Perales",20,"P","BOS",287.89
"2024","Adam Tulloch",22,"P","CLE",287.933333333333
"2024","Carson Rudd",24,"P","CIN",288.02
"2024","Juan Flores",17,"c","LAA",288.645
"2024","Chris Meyers",24,"1b","DET",289.065
"2024","Moisés Chace",20,"P","BAL",289.32
"2024","Matheu Nelson",24,"c","CIN",289.555
"2024","Alfredo Alcantara",17,"2b","CIN",289.555
"2024","Bodi Rascon",22,"P","SDP",289.58
"2024","Junior Franco",20,"lf","ARI",289.66
"2024","Steven Jennings",24,"P","NYY",290.013333333333
"2024","Eric Orze",25,"P","NYM",290.143333333333
"2024","Luis De Leon",17,"2b","SDP",290.325
"2024","Felix Stevens",23,"1b","CHC",290.395
"2024","Dylan MacLean",20,"P","TEX",290.576666666667
"2024","Max Anderson",21,"2b","DET",290.64
"2024","Jordan Leasure",24,"P","CHW",291.27
"2024","Dahian Santos",20,"P","TOR",291.66
"2024","Nick Davila",24,"P","SEA",292.05
"2024","Robby Ahlstrom",24,"P","TEX",292.353333333333
"2024","Thomas Harrington",21,"P","PIT",292.396666666667
"2024","Noah Campbell",24,"lf","MIL",292.67
"2024","Matt Koperniak",25,"lf","STL",292.915
"2024","Jared Kelley",21,"P","CHW",292.96
"2024","Korey Holland",23,"lf","CLE",293.055
"2024","Jake Vogel",21,"cf","LAD",293.335
"2024","Pedro Martinez",22,"ss","PHI",293.58
"2024","Javier Osorio",18,"ss","DET",293.58
"2024","Niko Kavadas",24,"1b","BOS",293.79
"2024","Cole Foster",21,"ss","SFG",293.86
"2024","Zack Showalter",19,"P","STL",294.563333333333
"2024","Bennett Hostetler",25,"c","MIA",294.595
"2024","Luis Ramirez",22,"P","TEX",294.606666666667
"2024","Carlos Concepcion",17,"cf","SFG",294.7
"2024","Jacob Miller",19,"P","MIA",295.126666666667
"2024","Zach DeLoach",24,"rf","SEA",295.26
"2024","Samuel Aldegheri",21,"P","PHI",295.3
"2024","Deivis Nadal",21,"ss","PIT",295.645
"2024","Ambioris Tavarez",19,"ss","ATL",295.995
"2024","Creed Willems",20,"c","BAL",296.135
"2024","Wesley Zapata",19,"3b","PIT",296.38
"2024","Robinson Pina",24,"P","LAA",296.556666666667
"2024","Kevin Kilpatrick Jr.",22,"cf","ATL",296.73
"2024","Jackson Loftin",23,"ss","HOU",296.8
"2024","Cameron Foster",24,"P","NYM",296.946666666667
"2024","Izaac Pacheco",20,"3b","DET",297.115
"2024","Tommy Specht",19,"rf","TEX",297.395
"2024","Rafael Cruz",19,"3b","MIN",298.13
"2024","Luis De León",20,"P","BAL",298.376666666667
"2024","Maikol Escotto",21,"ss","PIT",298.725
"2024","Jaeden Calderon",17,"lf","PHI",299.11
"2024","Troy Schreffler",22,"lf","PHI",299.88
"2024","Blake Rambusch",23,"2b","SEA",300.125
"2024","Griffin Conine",25,"rf","MIA",300.37
"2024","Arol Vera",20,"ss","LAA",300.86
"2024","Will Robertson",25,"rf","TOR",300.895
"2024","Bryce Willits",23,"3b","CHW",301
"2024","Jesús Bastidas",24,"ss","NYY",301
"2024","Will Klein",23,"P","KCR",301.626666666667
"2024","Garrett Spain",22,"lf","TOR",301.665
"2024","Shawn Ross",23,"c","PIT",301.91
"2024","Kay-Lan Nicasia",21,"rf","MIL",302.68
"2024","Ben Madison",25,"P","SFG",303.013333333333
"2024","Nate Lavender",23,"P","NYM",303.1
"2024","Yamal Encarnacion",19,"2b","HOU",303.275
"2024","Brandon McIlwain",25,"cf","NYM",303.31
"2024","Eli Wilson",24,"c","PIT",303.555
"2024","Yanki Baptiste",18,"3b","CLE",303.905
"2024","Malcom Nuñez",22,"3b","PIT",304.045
"2024","Anderdson Rojas",19,"lf","ARI",304.255
"2024","Jeff Hakanson",24,"P","TBR",304.53
"2024","Michael Trautwein",23,"c","CIN",304.535
"2024","Cristian Santana",19,"ss","DET",304.605
"2024","Jackson Kelley",23,"P","TEX",305.18
"2024","Brandon Komar",24,"P","STL",305.266666666667
"2024","Fabian Lopez",17,"ss","MIA",305.27
"2024","Matt Willrodt",25,"P","SEA",305.656666666667
"2024","Max Lazar",24,"P","MIL",305.786666666667
"2024","Terence Doston",22,"cf","MIL",305.865
"2024","Heriberto Rincon",17,"cf","NYM",305.97
"2024","Ian Moller",20,"c","TEX",306.425
"2024","Andrew Kachel",22,"1b","SFG",306.6
"2024","Ryan Leitch",21,"c","PHI",306.74
"2024","Kyle Karros",20,"3b","COL",306.775
"2024","Jhonkensy Noel",21,"3b","CLE",306.845
"2024","Cade Winquest",23,"P","STL",307.043333333333
"2024","John Gil",17,"3b","ATL",307.23
"2024","Jared Beck",22,"P","BAL",307.303333333333
"2024","Tyrone Yulie",21,"P","NYY",307.39
"2024","Nick Schnell",23,"cf","TBR",307.545
"2024","Andrew Navigato",25,"ss","DET",308.175
"2024","Joshua Baez",20,"rf","STL",308.21
"2024","Tyler McDonough",24,"2b","BOS",308.63
"2024","Juan De Los Santos",21,"P","BAL",308.82
"2024","Tyler Miller",23,"3b","BOS",308.84
"2024","Andrew Saalfrank",25,"P","ARI",309.253333333333
"2024","Connor Kokx",23,"cf","CLE",309.365
"2024","Carlos Narvaez",24,"c","NYY",309.54
"2024","Gabe Moncada",21,"1b","SEA",309.715
"2024","Connor Noland",23,"P","CHC",309.946666666667
"2024","Alex Williams",23,"P","MIA",309.99
"2024","Leandro Alsinois",18,"cf","CHW",310.065
"2024","Danyer Cueva",19,"ss","TEX",310.205
"2024","Carlos Santiago",21,"ss","MIA",310.31
"2024","Troy Melton",22,"P","DET",310.856666666667
"2024","Javier Valdes",24,"c","ATL",311.745
"2024","Yirber Ruiz",18,"lf","BAL",311.78
"2024","Lyonell James",20,"3b","BOS",311.85
"2024","Patrick Halligan",23,"P","ATL",311.896666666667
"2024","Parker Messick",22,"P","CLE",312.113333333333
"2024","Daniel Lopez",17,"lf","KCR",312.585
"2024","Zach Arnold",22,"3b","PHI",313.145
"2024","Yaqui Rivera",19,"P","BAL",313.846666666667
"2024","Manuel Mejias",19,"c","CLE",314.125
"2024","Starlin Aguilar",19,"3b","SEA",314.16
"2024","Matt Suggs",23,"c","WSN",314.195
"2024","Peyton Graham",22,"ss","DET",314.265
"2024","Matt Higgins",23,"lf","SFG",314.72
"2024","Spencer Nivens",21,"cf","KCR",314.79
"2024","Calvin Harris",21,"c","CHW",314.86
"2024","Cesar Idrogo",22,"rf","CLE",314.93
"2024","Juan Chacon",20,"rf","BOS",314.93
"2024","Logan Davidson",25,"ss","OAK",314.965
"2024","Jordy Barley",23,"ss","WSN",315.175
"2024","Hayden Juenger",22,"P","TOR",315.19
"2024","Luke Young",21,"P","WSN",315.19
"2024","Edgar Barclay",25,"P","NYY",315.233333333333
"2024","Johan Benitez",19,"3b","ARI",315.35
"2024","Jose Chavez",20,"P","MIL",315.84
"2024","Wen Hui Pan",20,"P","PHI",315.84
"2024","Larry Martinez",17,"c","TBR",316.225
"2024","Andrick Nava",21,"c","PHI",316.715
"2024","Joshua Loeschorn",23,"P","PIT",316.966666666667
"2024","Matt Svanson",24,"P","STL",317.096666666667
"2024","Jonathan Mejia",18,"ss","STL",317.135
"2024","Enderso Lira",19,"c","BOS",317.205
"2024","Zak Kent",25,"P","TEX",317.226666666667
"2024","Yeiker Reyes",17,"cf","COL",317.345
"2024","Brandon Birdsell",23,"P","CHC",317.443333333333
"2024","Caleb Bolden",24,"P","BOS",317.963333333333
"2024","Zach Morgan",23,"c","SFG",318.08
"2024","Kohl Simas",23,"P","CHW",318.223333333333
"2024","Brett Harris",25,"3b","OAK",318.395
"2024","Angel Guzman",17,"lf","SFG",318.5
"2024","Heribert Silva",17,"lf","CLE",318.675
"2024","Shane Murphy",22,"P","CHW",319.003333333333
"2024","Michael Curialle",22,"3b","STL",319.025
"2024","Marcos Castañon",24,"3b","SDP",319.235
"2024","Carter Howell",24,"cf","SFG",319.41
"2024","Otto Kemp",23,"3b","PHI",319.69
"2024","Rolphy Cruz",20,"2b","BAL",320.775
"2024","Roque Salinas",20,"cf","TOR",320.845
"2024","Andrew Pintar",22,"dh","ARI",321.265
"2024","Josue Gonzalez",19,"c","NYY",321.405
"2024","Evan Justice",24,"P","COL",321.56
"2024","Yasser Mercedes",18,"cf","MIN",321.72
"2024","Steven Cruz",24,"P","KCR",321.863333333333
"2024","Trenton Denholm",23,"P","CLE",322.08
"2024","Guillermo Williamson",19,"1b","SFG",322.175
"2024","Jose Cordoba",20,"lf","STL",322.245
"2024","Ismael Munguia",24,"lf","SFG",322.28
"2024","Cedric De Grandpre",21,"P","ATL",322.513333333333
"2024","Carlos Guzman",25,"P","CHC",322.513333333333
"2024","Michael Mercado",24,"P","TBR",322.556666666667
"2024","Fabian Pertuz",22,"ss","CHC",322.665
"2024","Johnathan Harmon",22,"P","CIN",323.033333333333
"2024","James Parker",23,"ss","SEA",323.435
"2024","Santiago Suarez",18,"P","TBR",323.9
"2024","Tyler Collins",20,"cf","ATL",324.31
"2024","Alfredo Velásquez",18,"3b","BAL",324.31
"2024","Dustin Saenz",24,"P","WSN",324.376666666667
"2024","Nicandro Aybar",18,"2b","TBR",324.625
"2024","Daniel Federman",24,"P","BAL",324.896666666667
"2024","Zion Bannister",21,"lf","TEX",325.185
"2024","Aaron Brown",24,"P","HOU",325.2
"2024","Ryan Burrowes",18,"ss","CHW",325.325
"2024","Jimmy Robbins",25,"P","TOR",325.633333333333
"2024","Riley Tirotta",24,"3b","TOR",325.64
"2024","Milkar Perez",21,"3b","SEA",325.745
"2024","Austin Pope",24,"P","ARI",325.763333333333
"2024","Moises De La Rosa",18,"rf","SFG",325.815
"2024","Tanner Gordon",25,"P","COL",326.11
"2024","Enmanuel Bonilla",17,"cf","TOR",326.165
"2024","Ramon Mendoza",22,"2b","STL",326.2
"2024","Moises Lopez",17,"3b","MIN",326.305
"2024","Danny Bautista Jr.",22,"lf","OAK",327.635
"2024","Joe Lampe",22,"lf","CLE",327.635
"2024","Alex McFarlane",22,"P","PHI",327.756666666667
"2024","Jahmai Jones",25,"2b","MIL",327.88
"2024","Luis Torres",19,"1b","LAA",328.055
"2024","Luke Gold",22,"2b","DET",328.335
"2024","Livan Soto",23,"ss","LAA",328.545
"2024","Luis Santana",23,"2b","HOU",328.825
"2024","Yirer Garcia",17,"c","TBR",328.965
"2024","Caleb Franzen",22,"P","COL",329.533333333333
"2024","Eduarniel Nunez",24,"P","CHC",329.706666666667
"2024","Vincent Perozo",20,"c","NYM",329.875
"2024","Yohander Martinez",21,"3b","MIN",330.05
"2024","Efrain Contreras",23,"P","SDP",330.183333333333
"2024","Satchell Norman",20,"c","MIL",330.365
"2024","Jayson Bass",17,"rf","MIN",330.715
"2024","Cooper McKeehan",22,"P","KCR",330.746666666667
"2024","Sergio Campana",21,"cf","PIT",331.31
"2024","Jose Salas",20,"ss","MIN",331.415
"2024","Jose Hernandez",21,"1b","NYM",331.695
"2024","Cristian Garcia",18,"1b","LAA",331.8
"2024","J.D. McLaughlin",22,"cf","DET",331.8
"2024","James Free",25,"1b","CIN",331.905
"2024","William Fleming",24,"P","KCR",332.09
"2024","Cole Ayers",23,"P","NYY",332.22
"2024","Marc Church",22,"P","TEX",332.263333333333
"2024","Sean Sullivan",22,"P","PIT",332.653333333333
"2024","Jordan Dissin",21,"c","PHI",332.745
"2024","Roismar Quintana",20,"rf","WSN",332.815
"2024","Juan Nuñez",22,"P","BAL",333.26
"2024","Rodney Boone",23,"P","CLE",333.303333333333
"2024","Jim Jarvis",22,"3b","DET",333.865
"2024","Eric Cerantola",23,"P","KCR",333.866666666667
"2024","Tyler Gentry",24,"rf","KCR",334.355
"2024","Axiel Plaz",17,"c","PIT",334.635
"2024","Karson Milbrandt",19,"P","MIA",334.82
"2024","Haden Erbe",24,"P","TBR",335.556666666667
"2024","Bairon Ledesma",18,"2b","COL",335.86
"2024","Victor Juarez",20,"P","COL",336.076666666667
"2024","Greg Jones",25,"ss","TBR",336.14
"2024","Kevin Verde",17,"3b","NYY",336.49
"2024","Parker Chavers",24,"cf","CHC",336.805
"2024","Dérmis Garcia",25,"dh","OAK",337.155
"2024","Geovanny Planchart",21,"c","PIT",337.4
"2024","Riley Davis",24,"P","SEA",337.81
"2024","Breidy Encarnación",22,"P","MIA",337.853333333333
"2024","Nick Decker",23,"dh","BOS",338.345
"2024","Drew Sommers",22,"P","TBR",338.503333333333
"2024","Kelvin Caceres",23,"P","LAA",338.633333333333
"2024","Carson Roccaforte",21,"cf","KCR",338.87
"2024","Braedon Karpathios",20,"lf","SDP",338.975
"2024","Brett Roberts",22,"dh","MIA",339.08
"2024","Yonatan Henriquez",18,"3b","NYM",339.115
"2024","Victor Vodnik",23,"P","COL",339.456666666667
"2024","Alejandro Nunez",18,"2b","HOU",339.5
"2024","Peter Van Loon",24,"P","BAL",339.673333333333
"2024","Luis Devers",23,"P","CHC",339.846666666667
"2024","Christopher Vasquez",17,"rf","MIL",339.99
"2024","Esmith Pineda",18,"rf","CIN",340.025
"2024","Raynel Delgado",23,"2b","CLE",340.375
"2024","Trendon Craig",22,"lf","BAL",340.375
"2024","Nick Vogt",22,"cf","SDP",340.725
"2024","Brett Callahan",21,"cf","DET",341.285
"2024","Jakey Josepha",19,"2b","ARI",341.425
"2024","Dasan Brown",21,"cf","TOR",341.845
"2024","Marcelo Perez",23,"P","SEA",341.883333333333
"2024","Jaden Rudd",20,"cf","TOR",342.195
"2024","Luis Carrasco",21,"P","OAK",342.23
"2024","Gabriel Rodriguez",21,"3b","CLE",342.475
"2024","Javier Herrera",18,"ss","LAD",342.475
"2024","Tucker Toman",19,"3b","TOR",343.035
"2024","Kyle Luckham",23,"P","WSN",343.14
"2024","Kenny Piper",24,"c","TBR",343.28
"2024","Osiris Johnson",22,"cf","MIA",343.315
"2024","Yendry Rojas",18,"ss","SDP",343.35
"2024","Diego Rincones",24,"dh","DET",343.455
"2024","Joshwan Wright",22,"3b","OAK",343.56
"2024","Listher Sosa",21,"P","ARI",343.573333333333
"2024","Isaac Bellony",21,"rf","BAL",343.63
"2024","Kendall Williams",22,"P","LAD",343.66
"2024","Alemao Hernandez",23,"P","WSN",343.703333333333
"2024","Manuel Espinoza",22,"P","CHC",343.963333333333
"2024","Collin Burns",23,"ss","BAL",344.085
"2024","Shervyen Newton",24,"ss","KCR",344.435
"2024","Sandro Pereira",17,"2b","HOU",344.68
"2024","Porter Hodge",22,"P","CHC",345.61
"2024","Juan Jerez",21,"3b","PIT",345.87
"2024","Bryce Arnold",21,"2b","TOR",346.01
"2024","Torin Montgomery",22,"1b","MIA",346.15
"2024","Frank Rodriguez",21,"c","LAD",346.255
"2024","Yassel Soler",17,"3b","ARI",346.465
"2024","Rayner Santana",20,"c","SFG",346.885
"2024","Carlos Batista",17,"cf","WSN",347.2
"2024","Miguel Ugueto",20,"lf","BOS",347.27
"2024","Ryan Kreidler",25,"ss","DET",347.41
"2024","Trevor Hauver",24,"lf","TEX",347.55
"2024","Randy Florentino",22,"c","BAL",347.585
"2024","Dilan Rosario",22,"2b","SFG",348.565
"2024","Pres Cavenaugh",22,"lf","CLE",348.915
"2024","Jaime Arias",24,"P","CLE",348.99
"2024","Blake Walston",22,"P","ARI",349.076666666667
"2024","Sergio Gutierrez",22,"c","ARI",349.685
"2024","Luis Mendez",20,"ss","COL",349.86
"2024","Werner Blakely",21,"3b","LAA",350.21
"2024","Wilber Sanchez",21,"ss","CHW",350.42
"2024","Marcus Johnson",22,"P","TBR",350.593333333333
"2024","Diego Mosquera",19,"ss","NYM",350.84
"2024","Alexander Ramirez",20,"cf","LAA",351.225
"2024","Anderson Espinoza",25,"P","SDP",351.373333333333
"2024","Ronny Polanco",19,"1b","ARI",351.61
"2024","Railin Perez",21,"P","BOS",351.98
"2024","Alberto Mendez",18,"2b","CLE",353.255
"2024","Erick Alvarez",18,"lf","TEX",353.78
"2024","Zebby Matthews",23,"P","MIN",353.886666666667
"2024","Ricardo Gonzalez",18,"2b","TBR",354.06
"2024","Jose De Jesus",18,"cf","TEX",354.55
"2024","Paul McIntosh",25,"c","MIA",354.655
"2024","Justin Ramirez",18,"cf","NYM",354.97
"2024","Brennon McNair",20,"ss","KCR",355.075
"2024","Tommy Sacco Jr.",24,"ss","HOU",355.11
"2024","Josh Breaux",25,"c","NYY",355.39
"2024","Kameron Misner",25,"cf","TBR",355.67
"2024","Tyler Schoff",24,"P","WSN",355.793333333333
"2024","Lexer Saduy",20,"lf","CLE",355.81
"2024","Zavier Warren",24,"3b","MIL",355.88
"2024","Jack Rogers",24,"lf","CIN",356.02
"2024","Ben Kudrna",20,"P","KCR",356.053333333333
"2024","Tyler Vogel",22,"P","SFG",356.14
"2024","Emilio Marquez",25,"P","KCR",356.486666666667
"2024","P.J. Hilson",22,"cf","SFG",356.79
"2024","Paxton Schultz",25,"P","TOR",356.963333333333
"2024","Danny Watson",22,"P","NYY",356.963333333333
"2024","Nerwilian Cedeño",21,"2b","SDP",357.245
"2024","Franklin Gomez",17,"P","NYM",357.31
"2024","Victor Cardoza",17,"cf","PHI",357.35
"2024","Luis Sanchez",19,"3b","ATL",357.56
"2024","Blane Abeyta",24,"P","NYY",357.873333333333
"2024","Ryan Harbin",21,"P","PIT",358.003333333333
"2024","Mike Rothenberg",24,"c","DET",358.295
"2024","Eduarqui Fernandez",21,"cf","MIL",358.645
"2024","Carlos Cauro",18,"c","HOU",358.645
"2024","Raynier Ramirez",18,"2b","LAD",358.68
"2024","Brendan Beck",24,"P","NYY",358.74
"2024","Jean Joseph",18,"cf","TOR",358.855
"2024","Bryan Acuna",17,"ss","MIN",358.89
"2024","Roynier Hernandez",18,"2b","COL",359.975
"2024","Luis Escudero",17,"2b","NYY",359.975
"2024","Joe Mack",20,"c","MIA",360.115
"2024","Josh Simpson",25,"P","MIA",360.343333333333
"2024","Ian Lewis",20,"2b","MIA",360.605
"2024","Michael Darrell-Hicks",25,"P","LAA",360.733333333333
"2024","David Hollie",23,"lf","KCR",360.92
"2024","Edward Vargas",19,"rf","CHC",361.2
"2024","Quincy McAfee",25,"2b","CIN",361.235
"2024","Juan Sanchez",22,"P","SFG",361.426666666667
"2024","Nelson L. Alvarez",25,"P","TBR",361.513333333333
"2024","Luis Pino",19,"cf","STL",361.585
"2024","Miguel Blanco",17,"cf","SFG",361.585
"2024","William Kempner",22,"P","SFG",361.816666666667
"2024","Steven Zobac",22,"P","KCR",361.816666666667
"2024","Anthony Seigler",24,"c","NYY",362.495
"2024","Blas Castano",24,"P","NYY",362.596666666667
"2024","Filippo Di Turi",17,"2b","MIL",362.81
"2024","Michael Guzman",17,"3b","TEX",362.88
"2024","Michael Kennedy",18,"P","PIT",363.03
"2024","Sean Hermann",20,"P","NYY",363.16
"2024","Elis Cuevas",18,"1b","BAL",363.23
"2024","Brody Moore",22,"2b","STL",363.23
"2024","Michael Cuevas",22,"P","WSN",363.723333333333
"2024","Brandon Valenzuela",22,"c","SDP",363.895
"2024","Peyton Williams",25,"P","ATL",364.026666666667
"2024","Michael Siani",23,"cf","STL",364.245
"2024","Ryan Gusto",24,"P","HOU",364.33
"2024","Tatem Levins",24,"c","SEA",364.49
"2024","Jordan Geber",23,"P","NYM",364.546666666667
"2024","Misael Tamarez",23,"P","HOU",364.676666666667
"2024","Jancory De La Cruz",17,"cf","MIA",364.84
"2024","Jimmy Glowenke",24,"2b","SFG",365.085
"2024","Jeison Guzmán",24,"ss","KCR",365.26
"2024","Braiden Ward",24,"cf","COL",366.1
"2024","Ryan Ramsey",22,"P","KCR",366.366666666667
"2024","Ronny Ugarte",18,"1b","COL",366.59
"2024","Yosy Galan",22,"lf","TEX",367.01
"2024","Jeter Downs",24,"ss","WSN",367.255
"2024","Jorge Bautista",22,"P","ATL",367.883333333333
"2024","Nick Sogard",25,"3b","BOS",367.99
"2024","Juan Garcia",20,"c","CIN",368.27
"2024","Cristian Hernandez",22,"P","PHI",368.316666666667
"2024","Joe Miller",23,"P","DET",368.316666666667
"2024","Jeremy Ciriaco",16,"ss","COL",368.83
"2024","Jack Pineda",23,"ss","KCR",369.075
"2024","Marc Filia",22,"c","CLE",369.145
"2024","Lucas Knowles",25,"P","WSN",369.486666666667
"2024","Nick Hull",23,"P","CHC",369.486666666667
"2024","Mason Martin",24,"1b","PIT",369.565
"2024","Mario Camilletti",24,"2b","CHW",369.74
"2024","Hayden Harris",24,"P","ATL",370.44
"2024","Kody Huff",22,"c","COL",370.51
"2024","Joe Gray Jr.",23,"cf","MIL",371.035
"2024","Ronaldo Flores",21,"c","LAA",371.035
"2024","Branny De Oleo",18,"2b","NYM",371.385
"2024","Ricardo Hurtado",20,"c","DET",371.455
"2024","Reid Johnston",24,"P","CLE",371.74
"2024","Ryan Spikes",20,"2b","TBR",371.77
"2024","Michael Knorr",23,"P","HOU",371.826666666667
"2024","Jose Sibrian",24,"c","MIL",371.84
"2024","Skyler Messinger",24,"3b","COL",371.91
"2024","Jared Karros",22,"P","LAD",372.13
"2024","Miguel Rodriguez",24,"P","MIN",372.433333333333
"2024","Bradley Blalock",22,"P","BOS",372.52
"2024","Tavian Josenberger",21,"cf","BAL",372.785
"2024","Jake Rucker",23,"3b","MIN",372.96
"2024","Juan Fernandez",24,"c","SDP",372.995
"2024","Elvin Rodriguez",25,"P","TBR",373.56
"2024","Justin Wishkoski",22,"3b","SFG",373.835
"2024","Luis Valdez",19,"P","TEX",373.863333333333
"2024","Luis Yanel Diaz",23,"3b","LAD",373.94
"2024","Diego Hernandez",22,"cf","KCR",374.045
"2024","Angel Galarraga",20,"c","TBR",374.045
"2024","Travis MacGregor",25,"P","PIT",374.47
"2024","Bryan Pope",24,"P","STL",374.513333333333
"2024","Kyle Backhus",25,"P","ARI",374.686666666667
"2024","Jacob Maton",23,"P","TEX",374.686666666667
"2024","Dalvy Rosario",22,"cf","MIA",375.34
"2024","Seth Gray",25,"3b","MIN",375.515
"2024","Luca Tresh",23,"c","KCR",375.76
"2024","Jayvien Sandridge",24,"P","CIN",375.77
"2024","Ronaiker Palma",23,"c","COL",375.865
"2024","Mason Bolivar",16,"lf","CLE",376.005
"2024","Connor Thomas",25,"P","STL",376.03
"2024","Nick Zwack",24,"P","SFG",376.03
"2024","Wady Mendez",18,"lf","TEX",376.145
"2024","Alvaro Gonzalez",22,"2b","DET",376.425
"2024","Derik Alcantara",18,"lf","CHC",376.705
"2024","Luis Palacios",22,"P","MIA",377.633333333333
"2024","Jhailyn Ortiz",24,"rf","PHI",377.72
"2024","Lorenzo Cedrola",25,"cf","NYM",377.79
"2024","T.J. Brock",23,"P","TOR",377.85
"2024","Alvin Guzman",21,"cf","ARI",378.175
"2024","Adam Zebrowski",22,"c","ATL",378.175
"2024","Chase Estep",23,"3b","NYM",378.35
"2024","José Cruz",23,"P","SFG",378.76
"2024","Willy Fanas",19,"cf","NYM",378.945
"2024","Jack Leftwich",24,"P","CLE",379.15
"2024","Chris Clarke",25,"P","CHC",379.28
"2024","Matt Fraizer",25,"cf","PIT",379.295
